IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location
140824257,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,09/30/2014,12:59,NORTHERN,PSYCHOPATHIC CASE,2100.0 Block of SACRAMENTO ST,-122.428583230174,37.7904127771735,"(37.7904127771735, -122.428583230174)"
140825998,WARRANTS,WARRANT ARREST,Tuesday,09/30/2014,23:00,BAYVIEW,"ARREST, BOOKED",1500.0 Block of BANCROFT AV,-122.392385971753,37.7252398359787,"(37.7252398359787, -122.392385971753)"
140825205,NON-CRIMINAL,TARASOFF REPORT,Tuesday,09/30/2014,16:30,SOUTHERN,NONE,0.0 Block of DORE ST,-122.412996750977,37.7738519786006,"(37.7738519786006, -122.412996750977)"
140823845,OTHER OFFENSES,FAILURE TO REGISTER AS SEX OFFENDER,Tuesday,09/30/2014,10:55,NORTHERN,"ARREST, BOOKED",OCTAVIA ST / IVY ST,-122.424718600389,37.7771394256853,"(37.7771394256853, -122.424718600389)"
140822988,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,09/30/2014,00:47,MISSION,"ARREST, BOOKED",18TH ST / CHURCH ST,-122.428355366652,37.7612577113711,"(37.7612577113711, -122.428355366652)"
140851272,ASSAULT,THREATS AGAINST LIFE,Tuesday,09/30/2014,12:52,NORTHERN,NONE,400.0 Block of WALLER ST,-122.431127057328,37.7710296775013,"(37.7710296775013, -122.431127057328)"
140823061,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Tuesday,09/30/2014,02:52,TENDERLOIN,NONE,FULTON ST / HYDE ST,-122.415127837608,37.7797870676791,"(37.7797870676791, -122.415127837608)"
140828180,NON-CRIMINAL,FOUND PROPERTY,Tuesday,09/30/2014,18:00,SOUTHERN,NONE,HARRISON ST / 7TH ST,-122.406300138733,37.7755131130233,"(37.7755131130233, -122.406300138733)"
140826009,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,14:50,SOUTHERN,NONE,100.0 Block of MINNA ST,-122.400247252779,37.7867545991575,"(37.7867545991575, -122.400247252779)"
140828572,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,09/30/2014,09:00,INGLESIDE,NONE,0.0 Block of BROOKDALE AV,-122.419852940345,37.7120178603238,"(37.7120178603238, -122.419852940345)"
140826021,MISSING PERSON,MISSING ADULT,Tuesday,09/30/2014,23:00,TARAVAL,PSYCHOPATHIC CASE,700.0 Block of NORIEGA ST,-122.471313198442,37.7553611440733,"(37.7553611440733, -122.471313198442)"
140824746,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,09/30/2014,15:10,MISSION,NONE,2300.0 Block of 16TH ST,-122.409216071434,37.7657158874944,"(37.7657158874944, -122.409216071434)"
140826805,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,09/30/2014,20:00,MISSION,NONE,3000.0 Block of 16TH ST,-122.419688512204,37.7650827126316,"(37.7650827126316, -122.419688512204)"
140825051,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,09/30/2014,17:15,INGLESIDE,"ARREST, CITED",HAHN ST / SUNNYDALE AV,-122.416000227907,37.711915543805,"(37.711915543805, -122.416000227907)"
140823798,WARRANTS,WARRANT ARREST,Tuesday,09/30/2014,11:00,CENTRAL,"ARREST, BOOKED",500.0 Block of GEARY ST,-122.411537983271,37.7869723412596,"(37.7869723412596, -122.411537983271)"
140826827,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,09/30/2014,19:00,NORTHERN,NONE,3100.0 Block of OCTAVIA ST,-122.42934191309,37.8007237396931,"(37.8007237396931, -122.42934191309)"
140824940,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Tuesday,09/30/2014,16:50,PARK,"ARREST, CITED",700.0 Block of STANYAN ST,-122.453381111208,37.7685998900061,"(37.7685998900061, -122.453381111208)"
146202821,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,18:30,PARK,NONE,700.0 Block of CLAYTON ST,-122.44836457272,37.7680419706318,"(37.7680419706318, -122.44836457272)"
140824730,ASSAULT,BATTERY,Tuesday,09/30/2014,15:32,MISSION,NONE,3700.0 Block of 18TH ST,-122.42724347366,37.7613739467374,"(37.7613739467374, -122.42724347366)"
146203493,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,20:00,SOUTHERN,NONE,BRADY ST / MARKET ST,-122.421170831554,37.7736427847263,"(37.7736427847263, -122.421170831554)"
140826651,NON-CRIMINAL,LOST PROPERTY,Tuesday,09/30/2014,19:00,CENTRAL,NONE,400.0 Block of GEARY ST,-122.411422236131,37.786919225426,"(37.786919225426, -122.411422236131)"
140825976,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Tuesday,09/30/2014,23:03,BAYVIEW,"ARREST, BOOKED",1100.0 Block of WISCONSIN ST,-122.398541036314,37.7535541414777,"(37.7535541414777, -122.398541036314)"
140825045,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,09/30/2014,17:08,NORTHERN,"ARREST, CITED",ELLIS ST / FILLMORE ST,-122.432515381765,37.7823496388495,"(37.7823496388495, -122.432515381765)"
140824893,NON-CRIMINAL,FOUND PROPERTY,Tuesday,09/30/2014,16:00,INGLESIDE,NONE,TERESITA BL / STILLINGS AV,-122.445354136617,37.7345500164567,"(37.7345500164567, -122.445354136617)"
140843354,MISSING PERSON,MISSING ADULT,Tuesday,09/30/2014,00:01,NORTHERN,NONE,600.0 Block of EDDY ST,-122.418706597808,37.7831945685469,"(37.7831945685469, -122.418706597808)"
140851181,"SEX OFFENSES, FORCIBLE",CHILD ABUSE SEXUAL,Tuesday,09/30/2014,18:00,BAYVIEW,NONE,0.0 Block of REDDY ST,-122.395180679317,37.7303344857539,"(37.7303344857539, -122.395180679317)"
140827079,ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,09/30/2014,03:00,INGLESIDE,NONE,BOSWORTH ST / ELK ST,-122.439935255904,37.7348563726952,"(37.7348563726952, -122.439935255904)"
140823964,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,09/30/2014,10:52,TENDERLOIN,PSYCHOPATHIC CASE,100.0 Block of EDDY ST,-122.410046293589,37.7842211207458,"(37.7842211207458, -122.410046293589)"
140825421,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Tuesday,09/30/2014,18:46,PARK,"ARREST, BOOKED",HAIGHT ST / MASONIC AV,-122.4453467866,37.7702081959469,"(37.7702081959469, -122.4453467866)"
140825700,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Tuesday,09/30/2014,18:00,PARK,NONE,0.0 Block of ASHBURY TR,-122.444362923988,37.7645559896909,"(37.7645559896909, -122.444362923988)"
140828271,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,09/30/2014,20:00,NORTHERN,"ARREST, BOOKED",1500.0 Block of UNION ST,-122.42488157882,37.7984036709234,"(37.7984036709234, -122.42488157882)"
146202780,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,09/30/2014,15:30,TARAVAL,NONE,LAKEVIEW AV / CAPITOL AV,-122.459184574545,37.7182291394205,"(37.7182291394205, -122.459184574545)"
140828334,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,09/30/2014,23:30,INGLESIDE,NONE,100.0 Block of TRUMBULL ST,-122.427582329945,37.7307195235343,"(37.7307195235343, -122.427582329945)"
140850616,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Tuesday,09/30/2014,08:00,TENDERLOIN,NONE,100.0 Block of OFARRELL ST,-122.407892114288,37.7864618628957,"(37.7864618628957, -122.407892114288)"
140823845,WARRANTS,ENROUTE TO PROBATION OFFICER,Tuesday,09/30/2014,10:55,NORTHERN,"ARREST, BOOKED",OCTAVIA ST / IVY ST,-122.424718600389,37.7771394256853,"(37.7771394256853, -122.424718600389)"
146202467,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,12:00,CENTRAL,NONE,LOMBARD ST / LEAVENWORTH ST,-122.417970141118,37.8022023204005,"(37.8022023204005, -122.417970141118)"
140824774,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,09/30/2014,16:05,CENTRAL,NONE,700.0 Block of BROADWAY ST,-122.40911857799,37.7974527933595,"(37.7974527933595, -122.40911857799)"
146202815,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,21:00,PARK,NONE,1700.0 Block of HAYES ST,-122.44511305484,37.7739477358407,"(37.7739477358407, -122.44511305484)"
140825960,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,09/30/2014,23:00,MISSION,"ARREST, CITED",19TH ST / FOLSOM ST,-122.414845139206,37.7605000726292,"(37.7605000726292, -122.414845139206)"
140823403,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,09/30/2014,07:00,BAYVIEW,NONE,0.0 Block of NORTHRIDGE RD,-122.375327245738,37.7307880256606,"(37.7307880256606, -122.375327245738)"
140825910,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,09/30/2014,21:40,CENTRAL,"ARREST, BOOKED",400.0 Block of SANSOME ST,-122.401229398744,37.7942415662335,"(37.7942415662335, -122.401229398744)"
140823033,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,09/30/2014,02:10,TARAVAL,NONE,1600.0 Block of 44TH AV,-122.503265373134,37.7551293504548,"(37.7551293504548, -122.503265373134)"
140826021,MISSING PERSON,FOUND PERSON,Tuesday,09/30/2014,23:00,TARAVAL,PSYCHOPATHIC CASE,700.0 Block of NORIEGA ST,-122.471313198442,37.7553611440733,"(37.7553611440733, -122.471313198442)"
140830862,NON-CRIMINAL,LOST PROPERTY,Tuesday,09/30/2014,16:00,CENTRAL,NONE,700.0 Block of JACKSON ST,-122.40752105447,37.7958824531111,"(37.7958824531111, -122.40752105447)"
140822944,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,09/30/2014,00:44,MISSION,"ARREST, CITED",20TH ST / MISSION ST,-122.419052694349,37.7586324051858,"(37.7586324051858, -122.419052694349)"
140824702,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Tuesday,09/30/2014,15:30,NORTHERN,NONE,1500.0 Block of BAY ST,-122.432530318886,37.8031922797218,"(37.8031922797218, -122.432530318886)"
140833026,ASSAULT,BATTERY,Tuesday,09/30/2014,10:00,MISSION,NONE,1000.0 Block of FLORIDA ST,-122.410303817405,37.7547437827976,"(37.7547437827976, -122.410303817405)"
140825136,ASSAULT,BATTERY,Tuesday,09/30/2014,16:58,NORTHERN,NONE,1200.0 Block of VANNESS AV,-122.421531974887,37.7866302653205,"(37.7866302653205, -122.421531974887)"
140825960,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,09/30/2014,23:00,MISSION,"ARREST, CITED",19TH ST / FOLSOM ST,-122.414845139206,37.7605000726292,"(37.7605000726292, -122.414845139206)"
140823663,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Tuesday,09/30/2014,10:05,BAYVIEW,NONE,WATERVILLE ST / THORNTON AV,-122.402028913597,37.7310243840068,"(37.7310243840068, -122.402028913597)"
140824122,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,09/30/2014,12:29,SOUTHERN,"ARREST, CITED",MISSION ST / 8TH ST,-122.41316085097,37.7774566612104,"(37.7774566612104, -122.41316085097)"
140823657,ROBBERY,"ROBBERY, ARMED WITH A GUN",Tuesday,09/30/2014,10:05,INGLESIDE,JUVENILE BOOKED,LIPPARD AV / BOSWORTH ST,-122.435838640322,37.733874419782,"(37.733874419782, -122.435838640322)"
140825722,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,09/30/2014,21:00,TARAVAL,NONE,4000.0 Block of MORAGA ST,-122.505741488533,37.7548542092367,"(37.7548542092367, -122.505741488533)"
140825249,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,09/30/2014,17:00,NORTHERN,PSYCHOPATHIC CASE,1500.0 Block of SUTTER ST,-122.425881580664,37.787058630919,"(37.787058630919, -122.425881580664)"
140824962,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,09/30/2014,08:45,NORTHERN,NONE,400.0 Block of GOLDEN GATE AV,-122.417174865546,37.7813315430711,"(37.7813315430711, -122.417174865546)"
140826980,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,09/30/2014,12:00,SOUTHERN,NONE,3RD ST / HOWARD ST,-122.400473580152,37.7850290612171,"(37.7850290612171, -122.400473580152)"
140825299,ASSAULT,BATTERY,Tuesday,09/30/2014,11:50,TENDERLOIN,NONE,100.0 Block of MCALLISTER ST,-122.415300047096,37.7807541103101,"(37.7807541103101, -122.415300047096)"
140823942,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Tuesday,09/30/2014,11:28,MISSION,"ARREST, CITED",18TH ST / NOE ST,-122.432795347224,37.761020169738,"(37.761020169738, -122.432795347224)"
140828782,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,09/30/2014,19:41,PARK,NONE,1500.0 Block of WALLER ST,-122.448743702672,37.7687851883723,"(37.7687851883723, -122.448743702672)"
140825421,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,09/30/2014,18:46,PARK,"ARREST, BOOKED",HAIGHT ST / MASONIC AV,-122.4453467866,37.7702081959469,"(37.7702081959469, -122.4453467866)"
140827427,VEHICLE THEFT,STOLEN TRUCK,Tuesday,09/30/2014,17:30,RICHMOND,NONE,9TH AV / CALIFORNIA ST,-122.467766191127,37.7846668245462,"(37.7846668245462, -122.467766191127)"
140825409,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,09/30/2014,18:15,BAYVIEW,"ARREST, CITED",OAKDALE AV / TOLAND ST,-122.401556880465,37.7409621320362,"(37.7409621320362, -122.401556880465)"
140847174,ASSAULT,BATTERY,Tuesday,09/30/2014,08:00,TENDERLOIN,NONE,200.0 Block of ELLIS ST,-122.409888012622,37.7852683943737,"(37.7852683943737, -122.409888012622)"
140829865,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,09/30/2014,23:00,RICHMOND,NONE,400.0 Block of ANZA ST,-122.450867614004,37.7806527245814,"(37.7806527245814, -122.450867614004)"
140826037,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,09/30/2014,23:10,TENDERLOIN,"ARREST, BOOKED",HYDE ST / FULTON ST,-122.415127837608,37.7797870676791,"(37.7797870676791, -122.415127837608)"
140824605,ASSAULT,THREATS AGAINST LIFE,Tuesday,09/30/2014,15:15,INGLESIDE,JUVENILE BOOKED,1000.0 Block of CAYUGA AV,-122.439806982073,37.7220759959151,"(37.7220759959151, -122.439806982073)"
140825681,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,18:30,RICHMOND,NONE,700.0 Block of CLEMENT ST,-122.466857544616,37.7828695297744,"(37.7828695297744, -122.466857544616)"
140825835,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,09/30/2014,20:00,SOUTHERN,NONE,1600.0 Block of MISSION ST,-122.419608015117,37.7709984571764,"(37.7709984571764, -122.419608015117)"
140824439,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,09/30/2014,13:54,BAYVIEW,NONE,1400.0 Block of SHAFTER AV,-122.388729274246,37.7299501296198,"(37.7299501296198, -122.388729274246)"
140823970,OTHER OFFENSES,RESISTING ARREST,Tuesday,09/30/2014,11:44,SOUTHERN,JUVENILE CITED,800.0 Block of BRYANT ST,-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140827314,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,09/30/2014,20:00,INGLESIDE,NONE,100.0 Block of HARKNESS AV,-122.400921987298,37.717732324201,"(37.717732324201, -122.400921987298)"
140824627,NON-CRIMINAL,FOUND PROPERTY,Tuesday,09/30/2014,08:15,CENTRAL,NONE,1200.0 Block of THE EMBARCADERONORTH ST,-122.402810201027,37.8049804402181,"(37.8049804402181, -122.402810201027)"
140825744,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,09/30/2014,16:30,SOUTHERN,NONE,11TH ST / MISSION ST,-122.417104895556,37.7743242868204,"(37.7743242868204, -122.417104895556)"
140825885,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,17:00,CENTRAL,NONE,300.0 Block of BATTERY ST,-122.400108444834,37.7945998927577,"(37.7945998927577, -122.400108444834)"
140862019,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,09/30/2014,00:01,NORTHERN,NONE,2000.0 Block of SACRAMENTO ST,-122.426702668347,37.7907267850004,"(37.7907267850004, -122.426702668347)"
140824495,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,09/30/2014,14:51,INGLESIDE,"ARREST, BOOKED",SAN JOSE AV / COTTER ST,-122.437487410892,37.7302515644437,"(37.7302515644437, -122.437487410892)"
140824934,MISSING PERSON,MISSING ADULT,Tuesday,09/30/2014,15:12,MISSION,LOCATED,3500.0 Block of CESAR CHAVEZ ST,-122.420886575514,37.7480661948915,"(37.7480661948915, -122.420886575514)"
140824984,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,09/30/2014,16:30,TENDERLOIN,"ARREST, BOOKED",100.0 Block of OFARRELL ST,-122.407567826112,37.7865024401487,"(37.7865024401487, -122.407567826112)"
140825954,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,09/30/2014,23:07,PARK,"ARREST, BOOKED",400.0 Block of DIVISADERO ST,-122.437512159812,37.7733614274019,"(37.7733614274019, -122.437512159812)"
140823287,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,09/30/2014,08:20,RICHMOND,NONE,GEARY BL / 17TH AV,-122.47616910958,37.7804745331726,"(37.7804745331726, -122.47616910958)"
140823334,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,09/30/2014,07:10,RICHMOND,PSYCHOPATHIC CASE,100.0 Block of 27TH AV,-122.487548386454,37.7873403864267,"(37.7873403864267, -122.487548386454)"
140823992,MISSING PERSON,FOUND PERSON,Tuesday,09/30/2014,10:50,NORTHERN,NONE,1500.0 Block of SUTTER ST,-122.425881580664,37.787058630919,"(37.787058630919, -122.425881580664)"
140825023,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Tuesday,09/30/2014,16:15,PARK,NONE,1900.0 Block of HAYES ST,-122.448043948848,37.773721006218,"(37.773721006218, -122.448043948848)"
140823077,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,09/30/2014,03:00,BAYVIEW,NONE,OAKDALE AV / RANKIN ST,-122.397812021225,37.7388469465781,"(37.7388469465781, -122.397812021225)"
140826021,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,09/30/2014,23:00,TARAVAL,PSYCHOPATHIC CASE,700.0 Block of NORIEGA ST,-122.471313198442,37.7553611440733,"(37.7553611440733, -122.471313198442)"
140823566,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Tuesday,09/30/2014,09:36,INGLESIDE,JUVENILE BOOKED,1200.0 Block of ALEMANY BL,-122.43178710793,37.730348486224,"(37.730348486224, -122.43178710793)"
140828475,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,09/30/2014,21:00,NORTHERN,NONE,JACKSON ST / FRANKLIN ST,-122.424698525342,37.7937256193938,"(37.7937256193938, -122.424698525342)"
140824382,NON-CRIMINAL,AIDED CASE,Tuesday,09/30/2014,13:30,TARAVAL,NONE,24TH AV / PACHECO ST,-122.481568782734,37.7502717394066,"(37.7502717394066, -122.481568782734)"
140824984,WARRANTS,WARRANT ARREST,Tuesday,09/30/2014,16:30,TENDERLOIN,"ARREST, BOOKED",100.0 Block of OFARRELL ST,-122.407567826112,37.7865024401487,"(37.7865024401487, -122.407567826112)"
140826968,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Tuesday,09/30/2014,07:00,BAYVIEW,NONE,0.0 Block of APPAREL WY,-122.403352321474,37.7399420924926,"(37.7399420924926, -122.403352321474)"
140824752,OTHER OFFENSES,RESISTING ARREST,Tuesday,09/30/2014,16:14,TENDERLOIN,"ARREST, BOOKED",EDDY ST / MASON ST,-122.409313111431,37.7843478513448,"(37.7843478513448, -122.409313111431)"
146202558,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,09/30/2014,00:01,SOUTHERN,NONE,MARKET ST / BRADY ST,-122.421170831554,37.7736427847263,"(37.7736427847263, -122.421170831554)"
140822900,WEAPON LAWS,DISCHARGE FIREARM WITHIN CITY LIMITS,Tuesday,09/30/2014,00:01,NORTHERN,NONE,800.0 Block of FULTON ST,-122.430736136111,37.7777728372009,"(37.7777728372009, -122.430736136111)"
140824978,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,09/30/2014,16:42,CENTRAL,NONE,300.0 Block of BAY ST,-122.412803931164,37.8057526776928,"(37.8057526776928, -122.412803931164)"
140826861,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,09/30/2014,12:41,TENDERLOIN,NONE,100.0 Block of EDDY ST,-122.409762207309,37.7844022387628,"(37.7844022387628, -122.409762207309)"
140826758,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,09/30/2014,18:30,NORTHERN,NONE,1600.0 Block of OCTAVIA ST,-122.426685284838,37.7876717169374,"(37.7876717169374, -122.426685284838)"
